gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster
MCC,0,-0.462333823,0.525,0.591,0,EX.UL
ACSBG1,0,-0.468954273,0.49,0.517,0,EX.UL
TENM1,0,-0.469170538,0.717,0.591,0,EX.UL
WIF1,0,-0.473676064,0.408,0.496,0,EX.UL
P2RY12,0,-0.476100797,0.4,0.454,0,EX.UL
MAF,0,-0.477000686,0.389,0.471,0,EX.UL
PWRN1,0,-0.483228647,0.669,0.601,0,EX.UL
LINC00499,0,-0.484107545,0.501,0.426,0,EX.UL
AQP4,0,-0.486599017,0.577,0.481,0,EX.UL
TUBA1A,0,-0.492266798,0.853,0.739,0,EX.UL
SPON1,0,-0.494697118,0.587,0.501,0,EX.UL
F3,0,-0.498755243,0.46,0.466,0,EX.UL
LRIG1,0,-0.499558296,0.455,0.481,0,EX.UL
ARHGAP42,0,-0.501524197,0.447,0.507,0,EX.UL
ARHGAP31,0,-0.501672021,0.541,0.551,0,EX.UL
SLC7A11,0,-0.502750289,0.478,0.461,0,EX.UL
RAB3IP,0,-0.507155816,0.57,0.55,0,EX.UL
PDLIM5,0,-0.510200016,0.591,0.518,0,EX.UL
PIEZO2,0,-0.510475261,0.599,0.518,0,EX.UL
RAB31,0,-0.515751527,0.544,0.584,0,EX.UL
HIF3A,0,-0.517836428,0.437,0.418,0,EX.UL
SLCO1C1,0,-0.520267219,0.456,0.507,0,EX.UL
LINC00299,0,-0.520735075,0.613,0.571,0,EX.UL
OLIG1,0,-0.521235545,0.319,0.454,0,EX.UL
ALK,0,-0.528439343,0.584,0.567,0,EX.UL
GPR37L1,0,-0.53117856,0.355,0.471,0,EX.UL
CA2,0,-0.533879205,0.364,0.456,0,EX.UL
PPP1R14A,0,-0.534038247,0.337,0.426,0,EX.UL
EGFR,0,-0.543631719,0.515,0.465,0,EX.UL
CXCL14,0,-0.544621539,0.425,0.465,0,EX.UL
HSP90AA1,0,-0.546581973,0.931,0.825,0,EX.UL
EPS8,0,-0.546884092,0.588,0.571,0,EX.UL
WLS,0,-0.547268189,0.666,0.614,0,EX.UL
PDGFRA,0,-0.549098099,0.437,0.513,0,EX.UL
SMOC1,0,-0.555912829,0.469,0.547,0,EX.UL
KIAA1211,0,-0.556961506,0.514,0.513,0,EX.UL
CABLES1,0,-0.559447888,0.545,0.59,0,EX.UL
PCSK5,0,-0.562386106,0.653,0.603,0,EX.UL
VWC2,0,-0.564350725,0.567,0.619,0,EX.UL
ITPR2,0,-0.564786426,0.673,0.572,0,EX.UL
AC233296.1,0,-0.572730475,0.453,0.518,0,EX.UL
APBB1IP,0,-0.573860699,0.605,0.52,0,EX.UL
ACSS1,0,-0.574341089,0.336,0.45,0,EX.UL
TSHZ2,0,-0.587418966,0.735,0.551,0,EX.UL
FOXP2,0,-0.58755647,0.692,0.671,0,EX.UL
AC008571.2,0,-0.587743312,0.468,0.468,0,EX.UL
ERMN,0,-0.588071105,0.364,0.457,0,EX.UL
MOG,0,-0.5916192,0.458,0.42,0,EX.UL
ANLN,0,-0.602965674,0.422,0.485,0,EX.UL
TRIM59,0,-0.603226845,0.501,0.494,0,EX.UL
ATP13A4,0,-0.606812096,0.571,0.525,0,EX.UL
KLHL5,0,-0.606874966,0.598,0.581,0,EX.UL
FGFR3,0,-0.610254043,0.383,0.452,0,EX.UL
ADAMTS17,0,-0.611184324,0.555,0.533,0,EX.UL
LRRC3B,0,-0.612902017,0.739,0.659,0,EX.UL
LINC00511,0,-0.618592542,0.641,0.617,0,EX.UL
AL137139.2,0,-0.620101491,0.599,0.482,0,EX.UL
GAD2,0,-0.620549753,0.451,0.573,0,EX.UL
S100B,0,-0.621216286,0.398,0.511,0,EX.UL
SPARCL1,0,-0.621242091,0.892,0.781,0,EX.UL
PDZRN4,0,-0.626732247,0.541,0.639,0,EX.UL
SST,0,-0.62835118,0.646,0.641,0,EX.UL
KCNIP1,0,-0.630773691,0.668,0.601,0,EX.UL
FOLH1,0,-0.631742787,0.355,0.487,0,EX.UL
TMEM132C,0,-0.635535736,0.542,0.537,0,EX.UL
MMD2,0,-0.651213497,0.688,0.643,0,EX.UL
OPALIN,0,-0.651514199,0.37,0.422,0,EX.UL
PON2,0,-0.65167636,0.461,0.456,0,EX.UL
SGCZ,0,-0.652519242,0.926,0.78,0,EX.UL
SFMBT2,0,-0.657610455,0.818,0.625,0,EX.UL
GJA1,0,-0.65879222,0.316,0.413,0,EX.UL
ATP1B2,0,-0.659440293,0.491,0.532,0,EX.UL
PLLP,0,-0.659751234,0.441,0.469,0,EX.UL
DOCK8,0,-0.660625347,0.606,0.548,0,EX.UL
DLX6-AS1,0,-0.663528364,0.493,0.556,0,EX.UL
AC114971.1,0,-0.663677771,0.561,0.487,0,EX.UL
SLC4A4,0,-0.666283807,0.789,0.626,0,EX.UL
AL033523.1,0,-0.670336491,0.591,0.476,0,EX.UL
NHSL1,0,-0.67888926,0.604,0.557,0,EX.UL
PLPP3,0,-0.679456006,0.529,0.499,0,EX.UL
SELENOP,0,-0.694246529,0.411,0.445,0,EX.UL
MAG,0,-0.700729489,0.363,0.453,0,EX.UL
RELN,0,-0.708232439,0.512,0.518,0,EX.UL
LRP1B,0,-0.721912174,0.976,0.918,0,EX.UL
AL359091.1,0,-0.727755941,0.229,0.372,0,EX.UL
FSTL5,0,-0.734559516,0.824,0.746,0,EX.UL
DISC1,0,-0.736893982,0.586,0.527,0,EX.UL
B2M,0,-0.742324823,0.444,0.6,0,EX.UL
CERCAM,0,-0.744735697,0.314,0.424,0,EX.UL
RNASE1,0,-0.744937729,0.308,0.497,0,EX.UL
TLE4,0,-0.749985345,0.489,0.627,0,EX.UL
SPP1,0,-0.759614182,0.309,0.406,0,EX.UL
ABCA8,0,-0.763224797,0.444,0.506,0,EX.UL
AC002429.2,0,-0.765440817,0.627,0.56,0,EX.UL
SLC5A11,0,-0.76645799,0.52,0.533,0,EX.UL
GAD1,0,-0.771810543,0.479,0.571,0,EX.UL
MT2A,0,-0.777882276,0.431,0.513,0,EX.UL
IL1RAPL2,0,-0.782184451,0.715,0.628,0,EX.UL
TOX,0,-0.787559456,0.452,0.69,0,EX.UL
COL5A3,0,-0.795275215,0.506,0.526,0,EX.UL
GRAMD2B,0,-0.802495981,0.453,0.523,0,EX.UL
HS3ST5,0,-0.806031408,0.663,0.638,0,EX.UL
LINC01170,0,-0.807741726,0.438,0.486,0,EX.UL
PLPPR1,0,-0.812929318,0.769,0.65,0,EX.UL
APOE,0,-0.815335709,0.42,0.462,0,EX.UL
LUZP2,0,-0.824823569,0.888,0.744,0,EX.UL
SLC24A3,0,-0.826131084,0.509,0.616,0,EX.UL
VRK2,0,-0.832149144,0.614,0.553,0,EX.UL
PARD3B,0,-0.840797796,0.479,0.573,0,EX.UL
SLCO1A2,0,-0.843942207,0.486,0.499,0,EX.UL
VCAN,0,-0.847404819,0.46,0.497,0,EX.UL
CNDP1,0,-0.849838665,0.396,0.475,0,EX.UL
ATP1A2,0,-0.855517472,0.429,0.531,0,EX.UL
SEMA5A,0,-0.866696319,0.621,0.614,0,EX.UL
CLDN11,0,-0.868799769,0.519,0.445,0,EX.UL
AC004852.2,0,-0.869318635,0.524,0.526,0,EX.UL
PTPRM,0,-0.881433636,0.575,0.52,0,EX.UL
CLU,0,-0.897254848,0.873,0.782,0,EX.UL
CHST11,0,-0.897886213,0.71,0.616,0,EX.UL
LPAR1,0,-0.89967159,0.404,0.547,0,EX.UL
FAM107B,0,-0.918502373,0.538,0.522,0,EX.UL
PLD5,0,-0.925781427,0.591,0.57,0,EX.UL
LINC00609,0,-0.926735611,0.584,0.581,0,EX.UL
UGT8,0,-0.933191405,0.496,0.521,0,EX.UL
CST3,0,-0.940547312,0.337,0.492,0,EX.UL
SLC7A14-AS1,0,-0.941431428,0.584,0.579,0,EX.UL
ZNF98,0,-0.942985419,0.739,0.634,0,EX.UL
SLC6A1,0,-0.964881168,0.477,0.582,0,EX.UL
AC079352.1,0,-0.98396484,0.643,0.614,0,EX.UL
NDRG2,0,-0.985433051,0.43,0.477,0,EX.UL
GRIP1,0,-0.993687786,0.686,0.676,0,EX.UL
PARD3,0,-0.997545227,0.496,0.64,0,EX.UL
PLXDC2,0,-0.998336558,0.646,0.668,0,EX.UL
DNER,0,-1.002601399,0.515,0.644,0,EX.UL
CNP,0,-1.011245871,0.414,0.518,0,EX.UL
SCD,0,-1.023815079,0.437,0.591,0,EX.UL
LINC01608,0,-1.026405802,0.458,0.515,0,EX.UL
CRYAB,0,-1.037265587,0.438,0.535,0,EX.UL
CNTNAP4,0,-1.038367349,0.582,0.681,0,EX.UL
ENPP2,0,-1.048743907,0.653,0.583,0,EX.UL
DOCK5,0,-1.064626342,0.446,0.541,0,EX.UL
GLUL,0,-1.066676586,0.379,0.454,0,EX.UL
LRMDA,0,-1.068163268,0.566,0.465,0,EX.UL
SLC9A9,0,-1.081381158,0.544,0.641,0,EX.UL
ADGRV1,0,-1.106880285,0.616,0.544,0,EX.UL
C10orf90,0,-1.109317918,0.535,0.565,0,EX.UL
AC012494.1,0,-1.123880553,0.579,0.562,0,EX.UL
KCNH8,0,-1.133352644,0.566,0.611,0,EX.UL
OBI1-AS1,0,-1.136951781,0.519,0.569,0,EX.UL
APOD,0,-1.143416886,0.361,0.581,0,EX.UL
PTN,0,-1.160364565,0.574,0.686,0,EX.UL
PITPNC1,0,-1.169179384,0.809,0.744,0,EX.UL
MAML2,0,-1.178102433,0.583,0.652,0,EX.UL
ARHGAP24,0,-1.183026636,0.424,0.542,0,EX.UL
TMEM144,0,-1.204924924,0.561,0.583,0,EX.UL
PREX2,0,-1.217973373,0.613,0.63,0,EX.UL
TF,0,-1.220105349,0.534,0.512,0,EX.UL
DLC1,0,-1.259007139,0.607,0.69,0,EX.UL
HPSE2,0,-1.267545805,0.583,0.626,0,EX.UL
BCAS1,0,-1.27179735,0.543,0.638,0,EX.UL
ZNF385D,0,-1.298280307,0.682,0.654,0,EX.UL
MOBP,0,-1.311835725,0.523,0.524,0,EX.UL
RBMS3,0,-1.3206849,0.59,0.711,0,EX.UL
PTPRZ1,0,-1.363523541,0.782,0.718,0,EX.UL
ZNF536,0,-1.373570213,0.521,0.635,0,EX.UL
NKAIN3,0,-1.404322931,0.632,0.692,0,EX.UL
SOX6,0,-1.441141926,0.623,0.605,0,EX.UL
PCDH15,0,-1.47764665,0.607,0.667,0,EX.UL
SOX2-OT,0,-1.487809571,0.732,0.705,0,EX.UL
FRMD4B,0,-1.488908414,0.611,0.65,0,EX.UL
GRIK1,0,-1.497761553,0.594,0.627,0,EX.UL
NXPH1,0,-1.546292124,0.59,0.593,0,EX.UL
NCKAP5,0,-1.579987359,0.601,0.697,0,EX.UL
FBXL7,0,-1.609854069,0.665,0.696,0,EX.UL
SPOCK3,0,-1.667069718,0.456,0.703,0,EX.UL
ADARB2,0,-1.715038726,0.514,0.563,0,EX.UL
MBP,0,-1.732777506,0.549,0.639,0,EX.UL
RNF220,0,-1.742719839,0.669,0.673,0,EX.UL
PTGDS,0,-1.748789962,0.42,0.619,0,EX.UL
GPC5,0,-1.758958853,0.534,0.632,0,EX.UL
LHFPL3,0,-1.772317496,0.698,0.589,0,EX.UL
NEAT1,0,-1.784900252,0.515,0.656,0,EX.UL
SLC1A3,0,-1.898583378,0.575,0.639,0,EX.UL
SLC1A2,0,-1.960855588,0.796,0.771,0,EX.UL
ST18,0,-2.004754682,0.538,0.608,0,EX.UL
PLP1,0,-2.337301777,0.392,0.572,0,EX.UL
ERBB4,0,-2.69909348,0.669,0.831,0,EX.UL
A2M,4.84678398570263e-321,-0.352259674,0.504,0.533,9.69356797140526e-318,EX.UL
CD74,1.42407254075066e-312,-0.308095006,0.394,0.384,0.00E+00,EX.UL
LNCAROD,2.33E-298,-0.382510701,0.527,0.557,4.65E-295,EX.UL
PTPRC,3.88E-296,-0.256714912,0.459,0.453,7.75E-293,EX.UL
CACHD1,3.41E-265,-0.349654546,0.504,0.491,6.82E-262,EX.UL
SAMSN1,1.29E-258,-0.294392685,0.423,0.47,2.58E-255,EX.UL
SLCO2B1,3.41E-254,-0.295856635,0.453,0.481,6.83E-251,EX.UL
AOAH,7.98E-249,-0.382294974,0.503,0.5,1.60E-245,EX.UL
AC109466.1,1.69E-248,-0.277171061,0.584,0.52,3.38E-245,EX.UL
BMPR1B,7.09E-245,-0.254734698,0.653,0.578,1.42E-241,EX.UL
RFX4,2.61E-238,-0.41443494,0.629,0.611,5.22E-235,EX.UL
INPP4B,8.28E-224,-0.528385505,0.581,0.618,1.66E-220,EX.UL
HS3ST4,5.31E-217,-0.340924199,0.6,0.635,1.06E-213,EX.UL
LPAR6,3.82E-209,-0.260184077,0.457,0.464,7.64E-206,EX.UL
INPP5D,2.21E-204,-0.296153105,0.531,0.502,4.41E-201,EX.UL
LINC01374,5.54E-113,-0.282846671,0.632,0.597,1.11E-109,EX.UL
ELAVL2,4.37E-107,-0.254350701,0.696,0.665,8.74E-104,EX.UL
PLP1,0,3.179038416,0.984,0.461,0,OLI.1
ST18,0,3.004717221,0.966,0.532,0,OLI.1
RNF220,0,2.665818047,0.966,0.622,0,OLI.1
MBP,0,2.624156112,0.979,0.562,0,OLI.1
MOBP,0,2.390216337,0.885,0.463,0,OLI.1
TF,0,2.318259619,0.848,0.46,0,OLI.1
FRMD4B,0,2.191540967,0.907,0.597,0,OLI.1
AC012494.1,0,2.148189345,0.824,0.521,0,OLI.1
ENPP2,0,2.113124999,0.813,0.56,0,OLI.1
TMEM144,0,2.108099591,0.833,0.536,0,OLI.1
LINC01608,0,2.089928272,0.766,0.459,0,OLI.1
SLC7A14-AS1,0,2.025170014,0.781,0.546,0,OLI.1
KCNH8,0,1.955123801,0.817,0.566,0,OLI.1
C10orf90,0,1.92119974,0.807,0.518,0,OLI.1
CNP,0,1.91996611,0.784,0.45,0,OLI.1
CLDN11,0,1.893375231,0.714,0.416,0,OLI.1
FAM107B,0,1.879480977,0.787,0.481,0,OLI.1
DOCK5,0,1.866083895,0.786,0.478,0,OLI.1
CRYAB,0,1.863285013,0.776,0.473,0,OLI.1
SCD,0,1.861202615,0.781,0.524,0,OLI.1
UGT8,0,1.819817459,0.762,0.474,0,OLI.1
CNDP1,0,1.808277264,0.711,0.418,0,OLI.1
LINC00609,0,1.785266024,0.83,0.539,0,OLI.1
BCAS1,0,1.73888138,0.844,0.582,0,OLI.1
SLC5A11,0,1.732058973,0.72,0.499,0,OLI.1
SLCO1A2,0,1.713550764,0.702,0.462,0,OLI.1
ABCA8,0,1.693705647,0.703,0.459,0,OLI.1
SPOCK3,0,1.685769391,0.938,0.608,0,OLI.1
VRK2,0,1.6853377,0.787,0.527,0,OLI.1
LPAR1,0,1.68299139,0.715,0.486,0,OLI.1
RNASE1,0,1.672212738,0.768,0.409,0,OLI.1
MAG,0,1.645520345,0.662,0.398,0,OLI.1
CERCAM,0,1.622359243,0.668,0.358,0,OLI.1
AL359091.1,0,1.614263343,0.602,0.301,0,OLI.1
OPALIN,0,1.566134734,0.671,0.368,0,OLI.1
PTGDS,0,1.565542639,0.92,0.524,0,OLI.1
ERMN,0,1.519782028,0.732,0.39,0,OLI.1
APOD,0,1.510914538,0.814,0.493,0,OLI.1
SELENOP,0,1.504786867,0.614,0.409,0,OLI.1
FOLH1,0,1.502465936,0.713,0.419,0,OLI.1
PCSK6,0,1.495619874,0.732,0.559,0,OLI.1
TRIM59,0,1.488922085,0.706,0.46,0,OLI.1
AL033523.1,0,1.487080254,0.762,0.453,0,OLI.1
LINC01170,0,1.469615131,0.638,0.45,0,OLI.1
ANLN,0,1.452696758,0.633,0.446,0,OLI.1
AC079352.1,0,1.450488126,0.763,0.595,0,OLI.1
MOG,0,1.450142243,0.593,0.399,0,OLI.1
ZNF536,0,1.436639157,0.814,0.579,0,OLI.1
HS3ST5,0,1.352390842,0.798,0.617,0,OLI.1
SPP1,0,1.340331944,0.611,0.35,0,OLI.1
AC008571.2,0,1.334757347,0.472,0.467,0,OLI.1
NCKAP5,0,1.3334645,0.818,0.655,0,OLI.1
CNTNAP4,0,1.323641789,0.799,0.639,0,OLI.1
PLLP,0,1.315052619,0.611,0.438,0,OLI.1
PPP1R14A,0,1.31126613,0.486,0.396,0,OLI.1
PIEZO2,0,1.204839421,0.586,0.525,0,OLI.1
CA2,0,1.200003341,0.629,0.407,0,OLI.1
LINC00320,0,1.17198004,0.584,0.487,0,OLI.1
AC090015.1,0,1.143852848,0.508,0.447,0,OLI.1
LINC00844,0,1.135875478,0.517,0.409,0,OLI.1
PTPRK,0,1.086327382,0.874,0.733,0,OLI.1
LINC01630,0,1.070965868,0.573,0.474,0,OLI.1
LRP2,0,1.050121011,0.507,0.396,0,OLI.1
ITGA2,0,0.982628253,0.505,0.398,0,OLI.1
DLC1,0,0.968718598,0.799,0.653,0,OLI.1
TLE4,0,0.948475757,0.713,0.582,0,OLI.1
FBXL7,0,0.946321081,0.8,0.672,0,OLI.1
SOX2-OT,0,0.927295886,0.856,0.686,0,OLI.1
S100B,0,0.900912143,0.638,0.464,0,OLI.1
NEAT1,0,0.881635536,0.828,0.595,0,OLI.1
TUBA1A,0,0.87987627,0.766,0.76,0,OLI.1
AL078590.2,0,0.87557729,0.593,0.393,0,OLI.1
PCDH9-AS2,0,0.74831842,0.754,0.741,0,OLI.1
LINC01505,0,0.741733949,0.496,0.535,0,OLI.1
LAMA2,0,0.739035936,0.476,0.495,0,OLI.1
OLIG1,0,0.717161489,0.428,0.428,0,OLI.1
LURAP1L-AS1,0,0.706472279,0.379,0.408,0,OLI.1
CHRM5,0,0.699663855,0.646,0.452,0,OLI.1
TXNIP,0,0.693366068,0.469,0.366,0,OLI.1
PLPPR1,0,0.644894998,0.733,0.662,0,OLI.1
LGR5,0,0.629133146,0.497,0.441,0,OLI.1
SVEP1,0,0.604416343,0.351,0.52,0,OLI.1
SEMA3C,0,0.594785033,0.668,0.588,0,OLI.1
SLC9A9,0,0.572812191,0.719,0.606,0,OLI.1
HEPN1,0,0.524392325,0.553,0.4,0,OLI.1
AP002370.2,0,0.523429356,0.664,0.654,0,OLI.1
ADAMTS18,0,0.505507619,0.55,0.492,0,OLI.1
AL392086.3,0,0.502579895,0.639,0.539,0,OLI.1
PROX1,0,0.490538523,0.536,0.453,0,OLI.1
PLXDC2,0,0.484519089,0.701,0.658,0,OLI.1
PTN,0,0.445353458,0.78,0.645,0,OLI.1
AC233296.1,0,0.43851501,0.584,0.492,0,OLI.1
AL158077.2,0,0.436066778,0.53,0.541,0,OLI.1
PDE1A,0,0.435321459,0.726,0.715,0,OLI.1
ROR1,0,0.434736262,0.484,0.548,0,OLI.1
STXBP6,0,0.420440584,0.607,0.544,0,OLI.1
APOLD1,0,0.419160676,0.427,0.439,0,OLI.1
PCA3,0,0.418294682,0.319,0.447,0,OLI.1
PBX3,0,0.416127576,0.475,0.52,0,OLI.1
NECAB1,0,0.383720101,0.682,0.69,0,OLI.1
LINC01572,0,0.380793313,0.469,0.505,0,OLI.1
SPANXA2-OT1,0,0.379104842,0.535,0.551,0,OLI.1
LINC01099,0,0.374549919,0.367,0.472,0,OLI.1
AC116362.1,0,0.357750382,0.287,0.473,0,OLI.1
AGMO,0,0.350941042,0.326,0.433,0,OLI.1
LINC01445,0,0.350513166,0.411,0.414,0,OLI.1
AC069228.1,0,0.345272605,0.436,0.609,0,OLI.1
PLD5,0,0.334385427,0.595,0.57,0,OLI.1
PON2,0,0.328907385,0.449,0.458,0,OLI.1
ADAMTSL3,0,0.325502654,0.54,0.571,0,OLI.1
PROX1-AS1,0,0.316888289,0.581,0.405,0,OLI.1
CHODL,0,0.311691587,0.554,0.489,0,OLI.1
SPARC,0,0.311355245,0.642,0.603,0,OLI.1
HSPA1A,0,0.310727178,0.356,0.585,0,OLI.1
ELOVL7,0,0.300368951,0.498,0.553,0,OLI.1
AP000282.1,0,0.299915256,0.343,0.408,0,OLI.1
AC113414.1,0,0.28325368,0.599,0.529,0,OLI.1
IFNG-AS1,0,0.27695814,0.624,0.436,0,OLI.1
TUBB4A,0,0.27621797,0.463,0.672,0,OLI.1
NDRG2,0,0.273929407,0.429,0.475,0,OLI.1
LINC02073,0,0.270486356,0.458,0.453,0,OLI.1
PWRN1,0,0.269951555,0.472,0.638,0,OLI.1
GLUL,0,0.268721531,0.446,0.439,0,OLI.1
ITM2A,0,0.267387769,0.301,0.356,0,OLI.1
AP1S2,0,0.261216564,0.606,0.481,0,OLI.1
B2M,0,0.256490916,0.626,0.561,0,OLI.1
UBB,0,0.255873317,0.565,0.699,0,OLI.1
SAMMSON,0,0.251789537,0.435,0.445,0,OLI.1
COL12A1,0,-0.25074493,0.361,0.536,0,OLI.1
AL596087.2,0,-0.251551547,0.467,0.621,0,OLI.1
PHLDB2,0,-0.251848644,0.316,0.638,0,OLI.1
CX3CR1,0,-0.251851865,0.71,0.379,0,OLI.1
AL024495.1,0,-0.251880143,0.499,0.625,0,OLI.1
ANGPTL4,0,-0.252341222,0.348,0.439,0,OLI.1
TBXAS1,0,-0.252635454,0.397,0.5,0,OLI.1
CLEC2L,0,-0.253771534,0.4,0.616,0,OLI.1
ITGA8,0,-0.254739702,0.582,0.503,0,OLI.1
LINC02712,0,-0.255444418,0.183,0.493,0,OLI.1
PLCE1,0,-0.256152342,0.496,0.49,0,OLI.1
MIR646HG,0,-0.256904494,0.466,0.554,0,OLI.1
PPARG,0,-0.257059926,0.607,0.592,0,OLI.1
LINC02398,0,-0.257575561,0.244,0.476,0,OLI.1
CDH6,0,-0.25800459,0.55,0.626,0,OLI.1
AC005400.1,0,-0.258498363,0.634,0.619,0,OLI.1
LRTM1,0,-0.259004174,0.617,0.457,0,OLI.1
AC005906.2,0,-0.259081065,0.377,0.553,0,OLI.1
AC097518.2,0,-0.25913789,0.265,0.504,0,OLI.1
ATP8B1,0,-0.259796134,0.519,0.617,0,OLI.1
FLI1,0,-0.2603536,0.539,0.503,0,OLI.1
PCSK1,0,-0.260873047,0.51,0.654,0,OLI.1
PCDH8,0,-0.261645207,0.057,0.527,0,OLI.1
CALM2,0,-0.261809994,0.786,0.903,0,OLI.1
AC021613.1,0,-0.262755967,0.524,0.509,0,OLI.1
ADAMTS3,0,-0.263275064,0.694,0.549,0,OLI.1
CRTAC1,0,-0.264470537,0.316,0.539,0,OLI.1
AC130650.1,0,-0.26486607,0.211,0.564,0,OLI.1
FOS,0,-0.266347166,0.534,0.664,0,OLI.1
AL596451.1,0,-0.267120316,0.275,0.576,0,OLI.1
EEF1A2,0,-0.267830872,0.248,0.511,0,OLI.1
AC099792.1,0,-0.267954324,0.318,0.515,0,OLI.1
ARHGAP6,0,-0.268168937,0.361,0.568,0,OLI.1
AC093523.1,0,-0.268502004,0.408,0.482,0,OLI.1
CTXN1,0,-0.268560637,0.59,0.576,0,OLI.1
HTR2C,0,-0.269191752,0.135,0.534,0,OLI.1
EMX2,0,-0.269709179,0.555,0.42,0,OLI.1
HES1,0,-0.270297367,0.094,0.568,0,OLI.1
ADAMTS6,0,-0.270303071,0.449,0.569,0,OLI.1
SLC8A1-AS1,0,-0.273225052,0.329,0.569,0,OLI.1
EPAS1,0,-0.273316969,0.369,0.544,0,OLI.1
TAC1,0,-0.27376888,0.185,0.51,0,OLI.1
GOT1,0,-0.274034106,0.376,0.653,0,OLI.1
PDGFRB,0,-0.274420409,0.409,0.372,0,OLI.1
TUBB4B,0,-0.275330926,0.388,0.566,0,OLI.1
TLL1,0,-0.275698508,0.574,0.57,0,OLI.1
ANOS1,0,-0.2758191,0.468,0.523,0,OLI.1
TGFB2,0,-0.276706271,0.13,0.524,0,OLI.1
MPP7,0,-0.278215082,0.524,0.554,0,OLI.1
SLC38A11,0,-0.278667416,0.292,0.446,0,OLI.1
SLC2A3,0,-0.278885544,0.607,0.602,0,OLI.1
YAP1,0,-0.279532712,0.174,0.464,0,OLI.1
SEMA3A,0,-0.280539784,0.18,0.507,0,OLI.1
SLC35F4,0,-0.28056844,0.555,0.547,0,OLI.1
MIR4435-2HG,0,-0.282260886,0.365,0.581,0,OLI.1
AL109930.1,0,-0.282528158,0.171,0.56,0,OLI.1
AC011246.1,0,-0.282769607,0.58,0.533,0,OLI.1
BNC2,0,-0.282796037,0.526,0.471,0,OLI.1
TMEM132C,0,-0.284499967,0.41,0.56,0,OLI.1
LINC01202,0,-0.28470209,0.606,0.592,0,OLI.1
LRATD1,0,-0.284783267,0.496,0.567,0,OLI.1
ST8SIA4,0,-0.285064487,0.529,0.644,0,OLI.1
AC073332.1,0,-0.285182729,0.397,0.625,0,OLI.1
CALCRL,0,-0.285353308,0.484,0.534,0,OLI.1
AC013652.1,0,-0.285591008,0.213,0.529,0,OLI.1
LYN,0,-0.286049713,0.345,0.526,0,OLI.1
MT-ND4L,0,-0.286160322,0.297,0.615,0,OLI.1
AC008591.1,0,-0.286482531,0.53,0.636,0,OLI.1
AP1S1,0,-0.287555713,0.348,0.622,0,OLI.1
EFHD2,0,-0.287631823,0.37,0.508,0,OLI.1
AC132803.1,0,-0.288270893,0.381,0.433,0,OLI.1
VIP,0,-0.289412786,0.601,0.427,0,OLI.1
ANKRD30B,0,-0.289485521,0.513,0.665,0,OLI.1
AC110023.1,0,-0.289814696,0.096,0.47,0,OLI.1
NXPH2,0,-0.290868073,0.227,0.519,0,OLI.1
LINC01090,0,-0.290952887,0.736,0.634,0,OLI.1
PRKG2,0,-0.290993711,0.633,0.659,0,OLI.1
AL445250.1,0,-0.291665742,0.283,0.593,0,OLI.1
ZBTB7C,0,-0.292193845,0.044,0.526,0,OLI.1
ABCB1,0,-0.29281221,0.618,0.513,0,OLI.1
PIK3R3,0,-0.29292,0.435,0.571,0,OLI.1
PRDM16,0,-0.292988022,0.674,0.495,0,OLI.1
ETNPPL,0,-0.293485534,0.081,0.453,0,OLI.1
GABRG3-AS1,0,-0.293710276,0.097,0.591,0,OLI.1
AC091078.1,0,-0.293866135,0.488,0.488,0,OLI.1
MLC1,0,-0.294092888,0.374,0.501,0,OLI.1
SLC7A5,0,-0.295646679,0.335,0.558,0,OLI.1
SLCO2B1,0,-0.296529974,0.506,0.47,0,OLI.1
COL9A1,0,-0.296811169,0.499,0.494,0,OLI.1
LINC02217,0,-0.297123679,0.595,0.606,0,OLI.1
FAM107A,0,-0.297553515,0.228,0.414,0,OLI.1
NRIP3,0,-0.298000118,0.288,0.544,0,OLI.1
CD74,0,-0.298523829,0.187,0.42,0,OLI.1
TCERG1L,0,-0.299250445,0.557,0.587,0,OLI.1
EYA1,0,-0.301232879,0.247,0.488,0,OLI.1
FKBP1A,0,-0.301791317,0.42,0.6,0,OLI.1
HPCAL1,0,-0.302615543,0.543,0.574,0,OLI.1
SEC24D,0,-0.303643638,0.149,0.531,0,OLI.1
RSPO2,0,-0.303899361,0.286,0.493,0,OLI.1
MCHR2,0,-0.304217854,0.569,0.658,0,OLI.1
LAMB1,0,-0.305013739,0.347,0.599,0,OLI.1
THSD7B,0,-0.305194479,0.104,0.557,0,OLI.1
FRMD6,0,-0.305847683,0.325,0.588,0,OLI.1
CSF2RA,0,-0.306383384,0.364,0.503,0,OLI.1
NAP1L5,0,-0.307339561,0.241,0.571,0,OLI.1
MIR2052HG,0,-0.307441406,0.484,0.571,0,OLI.1
CSF1R,0,-0.307665511,0.4,0.478,0,OLI.1
NR2F2-AS1,0,-0.30794931,0.194,0.581,0,OLI.1
RUNX1,0,-0.308082463,0.363,0.453,0,OLI.1
TRPC4,0,-0.309133193,0.35,0.645,0,OLI.1
TBR1,0,-0.30997937,0.575,0.531,0,OLI.1
SULF2,0,-0.310039654,0.508,0.549,0,OLI.1
CEMIP,0,-0.310053085,0.368,0.523,0,OLI.1
ALDH1L1,0,-0.311004405,0.43,0.438,0,OLI.1
